n,OSQP (warm start) mean,OSQP (cold start) mean,OSQP (no caching) mean,GUROBI mean,MOSEK mean
10,0.0037293223636363643,0.004400336727272727,0.007270330909090909,0.014318509535356001,0.047442327846180306
50,0.10785641363636365,0.15287814645454545,0.1981163980909091,0.28867207873951306,0.37091608480973676
100,0.461633673,0.6522842283636362,0.874880236,1.798547094518488,1.6544163227081299
500,15.192688963999997,21.42595566309091,34.39829020936364,38.66831996224143,57.32602795687589
1000,58.557481927909095,83.63910528636363,163.58726493145454,183.93593081561002,272.7365366545591
