problem name,setup time,solve time,run time,status,primal residual,dual residual,duality gap,restart,iterations,task_id,restart_type,alpha,rho_is_vec,adaptive_rho_tolerance_greater,adaptive_rho_tolerance_less,rho_custom_condition,rho_custom_tolerance,adapt_rho_on_restart,custom_average_rest,beta,ini_rest_len,lambd,xi,vector_rho_in_averaged_KKT,halpern_scheme,alpha_adjustment_reflected_halpern,adaptive_rest,restart_necessary,restart_artificial,halpern_step_first_inner_iter
QSCFXM1,0.000746335,0.63795673,0.638703065,maximum iterations reached,0.031407822894692024,0.030724413186416756,-4210.6569935707375,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCFXM2,0.001397319,1.2765548039999999,1.277952123,maximum iterations reached,1.0762673689585043,0.9309034947085368,-377780.4028421268,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCFXM3,0.001957083,1.8879763349999998,1.8899334179999998,maximum iterations reached,1.106916069598442,0.7537752128892612,-441015.38047653623,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCORPIO,0.000399293,0.389228841,0.389628134,maximum iterations reached,0.00040686153491081845,0.027749557330637727,-0.28043087557614854,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCRS8,0.000988326,1.018305231,1.0192935570000001,maximum iterations reached,0.00019711674767867294,0.020723381482611245,-1.0285541465051522,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD1,0.000707865,0.040004898,0.040712763,solved,1.7987164695062768e-06,8.815198507261535e-07,-1.1368497665475985e-06,31,1575,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD6,0.001132368,0.703826901,0.704959269,solved,4.445864210166344e-07,5.469774885480279e-06,-9.337971574291029e-08,313,15675,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD8,0.001961074,0.14613077,0.148091844,solved,1.2235484525639041e-05,1.108272873188758e-05,-0.0008766677822658302,31,1550,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP1,0.000524563,0.486634634,0.487159197,maximum iterations reached,0.006436787551587384,0.007096890198940998,-4.759790379564679,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP2,0.001919913,2.086550287,2.0884702,maximum iterations reached,0.005694721247946344,0.01178929149826095,0.14215112678291056,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP3,0.002543847,2.758224264,2.760768111,maximum iterations reached,0.00045052227434672076,0.0009071336618541709,-0.01351249081792634,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSEBA,0.001155408,0.954447682,0.95560309,maximum iterations reached,0.06440344684979415,0.15630359213062286,-7645.589098567772,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHARE1B,0.000280242,0.251745079,0.25202532099999997,maximum iterations reached,475.31422521078446,2.7954361062077657,57335601.97412612,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHARE2B,0.000166022,0.128884614,0.129050636,maximum iterations reached,0.10973752011243991,0.08594155972576646,-0.9406789226086402,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHELL,0.005642128,1.2851355309999999,1.290777659,solved,0.12335030227725777,4.26713389028915,725674.6143861754,112,5625,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP04L,0.002019774,0.343017981,0.345037755,solved,4.50419315330615e-05,0.0011760267768635875,0.18630632150235826,110,5525,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP04S,0.001292679,0.111665799,0.112958478,solved,0.00011201801476951939,0.007302436724518839,0.7390510544160007,51,2550,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP08L,0.012515644,3.342182371,3.354698015,solved,9.673526092667607e-05,0.0010440924261128077,0.2796992545298163,170,8500,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP08S,0.003331392,0.606145607,0.609476999,solved,7.496297226074535e-05,0.003985221173290585,-0.853194262266465,84,4200,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP12L,0.018541494,1.7396777509999999,1.7582192449999998,solved,8.888394997268418e-05,0.003283897653236115,-0.18933022810253658,54,2725,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP12S,0.003566024,0.364948059,0.368514083,solved,5.08609814695674e-05,0.007269147051172417,-0.16538187370781984,41,2050,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSIERRA,0.001809212,1.115916496,1.117725708,solved,0.04454168442661257,0.059999999999999346,28.638909814146018,277,13850,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSTAIR,0.001069247,0.890476323,0.89154557,maximum iterations reached,0.38765983717415686,0.12408173936604484,-7409.129327810453,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSTANDAT,0.000793345,0.311404679,0.312198024,solved,1.3024586674413437e-05,4.451360790386216e-08,0.011420485014923543,166,8325,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S268,2.989e-05,0.000107891,0.00013778100000000001,solved,2.9937461788616806e-14,0.005304829026330345,-0.026615756172583622,5,250,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT1,0.001727642,3.186319395,3.188047037,maximum iterations reached,4.037042324677074,0.0013508886886303758,-1080.8136846528525,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT2,0.001734941,3.201618268,3.203353209,maximum iterations reached,0.8981266900203838,3.721391568622419e-06,-0.26894011859678946,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT3,0.003428343,6.464708888,6.468137231,maximum iterations reached,1.5454905836050792,6.716432205966812e-06,-0.2581071678679939,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STCQP1,0.008696508,0.024913298,0.033609806,solved,5.917879793868703e-10,6.760408558855304e-08,1.1658994480967522e-07,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STCQP2,0.016143728,0.040561202,0.05670493,solved,3.652192178958096e-11,1.6440726788548697e-08,3.1359377317130566e-08,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TAME,1.671e-05,1.423e-05,3.094e-05,solved,3.7026041796606356e-10,2.4951142158955263e-09,-2.4951142158955268e-09,1,50,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
UBH1,0.010569061,16.541277985,16.551847046000002,solved,1.5235386285894492e-08,1.54684224413712e-12,-3.229258829229309e-06,482,24125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VALUES,0.000377003,0.017550767,0.01792777,solved,6.385801710312238e-07,1.528648587086647e-06,-4.3289008688773833e-07,19,975,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
YAO,0.001313888,2.401562611,2.402876499,maximum iterations reached,0.0001804787307252528,0.0003239786213419709,-3.6884420213969586,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ZECEVIC2,2.793e-05,2.682e-05,5.475e-05,solved,1.710821706524257e-08,2.724227154971004e-08,8.74108176951438e-08,2,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
