problem name,setup time,solve time,run time,status,objective,primal residual,primal ratio,prim_normalized,dual residual,dual ratio,dual_normalized,duality gap,duality gap ratio,duality_gap_normalized,integral_sum,restart,iterations,task_id,restart_type,alpha,rho_is_vec,adaptive_rho_tolerance_greater,adaptive_rho_tolerance_less,rho_custom_condition,rho_custom_tolerance,adapt_rho_on_restart,custom_average_rest,beta,ini_rest_len,lambd,xi,vector_rho_in_averaged_KKT,halpern_scheme,alpha_adjustment_reflected_halpern,adaptive_rest,restart_necessary,restart_artificial,halpern_step_first_inner_iter,pid_controller,KP,KI,negate_K
CONT-101_Maros_Meszaros,0.052995503,15.375267113,15.428262616,solved,0.19552917718140705,6.510390759516275e-07,0.001049838426150946,6.24902076600262e-08,8.806659717633145e-11,8.798373183192507e-05,8.798373183192507e-11,2.4014785536818906e-06,0.9745173871835531,9.745173874088169e-07,6536.409074174187,223,11175,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
CVXQP1_L_Maros_Meszaros,1.45566083,52.155215267,53.610876097,solved,108704777.0141829,6.998269645727081e-06,0.1882289774890853,9.99752755225857e-07,0.007739057546966185,0.06346714231035484,6.346714225752457e-08,-22.959303229564775,0.10560390504015123,1.0560391792337215e-07,446.4179268321383,168,8400,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
CVXQP1_M_Maros_Meszaros,0.00610775,0.121596857,0.127704607,solved,1087511.5545419639,6.439011063473256e-06,0.9198587218331781,9.198587218321516e-07,0.0004862270140165176,0.040744283184908414,4.0744283177284484e-08,-0.013070916291326284,0.006009556886908333,6.009550035875759e-09,10.0318907894495,12,625,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
CVXQP1_S_Maros_Meszaros,0.000170651,0.002133444,0.002304095,solved,11590.717496574724,2.6524925324401887e-06,0.37892750437638867,3.78927504376806e-07,0.0008509451113144782,0.759012902550827,7.590129026436419e-07,-0.0008419206569669768,0.036317177886000813,3.631717835678551e-08,0.009689231456112127,8,425,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
CVXQP2_L_Maros_Meszaros,0.94879519,8.804813561,9.753608751,solved,81842458.26015107,6.054662176221107e-06,0.8649517381166195,8.649517381164962e-07,6.960751203468258e-05,0.0005219334046402073,5.219334002940148e-10,-0.0026807686271342643,1.638605102312615e-05,1.6377615407099797e-11,120.15391398122001,33,1650,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
CVXQP2_M_Maros_Meszaros,0.003844565,0.019606627,0.023451192000000003,solved,820155.430282952,3.6776095662963433e-06,0.5253727947039448,5.25372794704306e-07,9.86873119352212e-05,0.008783246728065852,8.783246706755506e-09,-0.0007886774837970734,0.00048080706130164755,4.808094743311663e-10,1.0323667270020136,3,175,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
CVXQP2_S_Maros_Meszaros,0.00013723,0.000341713,0.000478943,solved,8120.940479968664,1.2450216137444721e-08,0.000944889688297231,1.7786023053105206e-09,2.4171390260828038e-05,0.024104147804175056,2.4104147884706246e-08,-1.129508382291533e-05,0.0006953867262168533,6.953867262168534e-10,0.0038700492221107902,1,75,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
CVXQP3_M_Maros_Meszaros,0.030683817,0.430969351,0.461653168,solved,1362828.7028893752,5.32068541565988e-07,0.0726971716548469,7.600979146297538e-08,0.008258332203936902,0.6831670621142514,6.83167062115427e-07,-0.05290418164804578,0.019409682864957138,1.9409688502795637e-08,2.2174148715376734,60,3000,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
CVXQP3_S_Maros_Meszaros,0.000196112,0.000606464,0.000802576,solved,11943.43105783081,5.7154576568689595e-06,0.8164939437645373,8.164939437618219e-07,0.0005429047784808032,0.48656111364899396,4.865611135693554e-07,-0.001562199839099776,0.0653972189008057,6.539721844392368e-08,0.004266232797253757,2,100,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DPKLO1_Maros_Meszaros,0.000248852,0.000522273,0.0007711249999999999,solved,0.37009621752181326,6.524692980467277e-08,0.0017383502486469674,1.738350063808463e-09,8.613375387015631e-08,0.06373403932964959,6.373403930231955e-08,9.837812046109562e-07,0.5653289740454245,5.653289744282177e-07,0.0496568321684891,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DTOC3_Maros_Meszaros,0.007954121,0.207769275,0.215723396,solved,235.2622660864945,3.1691644863940382e-09,0.00018924342169108273,1.8924342169108274e-10,5.680881112746228e-13,5.645323483916392e-07,5.645323483916391e-13,-0.00021497689698435352,0.4559185905313387,4.5591858812029163e-07,6.106402920307513,7,350,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
DUAL1_Maros_Meszaros,0.000247502,0.000827935,0.001075437,solved,0.035012966009598086,4.2172907670453484e-09,0.0012474421083259685,2.1086453816860925e-09,1.1735761827320929e-07,0.10780362336564185,1.078036250265674e-07,6.908460047777565e-08,0.06661664773476576,6.661664792211406e-08,0.018855228905605426,1,50,66,averaged,1.247240740446134,-1,50.83555453188564,22.060653621195232,-1,-1,1,1,0.7169540117790917,75,-1,99.959682618278,1,-1,-1,1,0.24597514155869488,0.4959071074513479,-1,1,65.3432807338695,90.69621986722726,-1
