iteration,prob_name,prim_res,dual_res,duality_gap,restart
349,AUG2DCQP,2.608e+00,1.784e+00,-2.922e+05,0
350,AUG2DCQP,2.621e+00,1.805e+00,-2.916e+05,0
351,AUG2DCQP,2.605e+00,1.847e+00,-2.911e+05,0
352,AUG2DCQP,2.617e+00,1.863e+00,-2.905e+05,0
353,AUG2DCQP,2.603e+00,1.899e+00,-2.899e+05,0
354,AUG2DCQP,2.613e+00,1.924e+00,-2.892e+05,0
355,AUG2DCQP,2.601e+00,1.961e+00,-2.886e+05,0
356,AUG2DCQP,2.610e+00,2.018e+00,-2.879e+05,0
357,AUG2DCQP,2.599e+00,2.049e+00,-2.872e+05,0
358,AUG2DCQP,2.606e+00,2.099e+00,-2.865e+05,0
359,AUG2DCQP,2.596e+00,2.185e+00,-2.857e+05,0
360,AUG2DCQP,2.601e+00,2.298e+00,-2.849e+05,0
361,AUG2DCQP,2.589e+00,2.378e+00,-2.841e+05,0
362,AUG2DCQP,2.588e+00,2.478e+00,-2.833e+05,0
363,AUG2DCQP,2.569e+00,2.608e+00,-2.824e+05,0
364,AUG2DCQP,2.556e+00,2.778e+00,-2.816e+05,0
365,AUG2DCQP,2.533e+00,2.912e+00,-2.807e+05,0
366,AUG2DCQP,2.531e+00,3.066e+00,-2.798e+05,0
367,AUG2DCQP,2.515e+00,3.185e+00,-2.790e+05,0
368,AUG2DCQP,2.516e+00,3.323e+00,-2.782e+05,0
369,AUG2DCQP,2.502e+00,3.428e+00,-2.774e+05,0
370,AUG2DCQP,2.506e+00,3.552e+00,-2.767e+05,0
371,AUG2DCQP,2.493e+00,3.643e+00,-2.760e+05,0
372,AUG2DCQP,2.497e+00,3.753e+00,-2.753e+05,0
373,AUG2DCQP,2.484e+00,3.831e+00,-2.747e+05,0
374,AUG2DCQP,2.489e+00,3.929e+00,-2.741e+05,0
375,AUG2DCQP,2.477e+00,3.995e+00,-2.735e+05,0
376,AUG2DCQP,2.482e+00,4.080e+00,-2.730e+05,0
377,AUG2DCQP,2.470e+00,4.134e+00,-2.725e+05,0
378,AUG2DCQP,2.476e+00,4.207e+00,-2.720e+05,0
379,AUG2DCQP,2.464e+00,4.251e+00,-2.715e+05,0
380,AUG2DCQP,2.470e+00,4.313e+00,-2.711e+05,0
381,AUG2DCQP,2.458e+00,4.346e+00,-2.707e+05,0
382,AUG2DCQP,2.465e+00,4.397e+00,-2.703e+05,0
383,AUG2DCQP,2.452e+00,4.420e+00,-2.700e+05,0
384,AUG2DCQP,2.460e+00,4.461e+00,-2.696e+05,0
385,AUG2DCQP,2.447e+00,4.475e+00,-2.693e+05,0
386,AUG2DCQP,2.455e+00,4.506e+00,-2.690e+05,0
387,AUG2DCQP,2.442e+00,4.510e+00,-2.687e+05,0
388,AUG2DCQP,2.451e+00,4.532e+00,-2.685e+05,0
389,AUG2DCQP,2.437e+00,4.528e+00,-2.682e+05,0
390,AUG2DCQP,2.446e+00,4.541e+00,-2.680e+05,0
391,AUG2DCQP,2.433e+00,4.529e+00,-2.678e+05,0
392,AUG2DCQP,2.442e+00,4.533e+00,-2.676e+05,0
393,AUG2DCQP,2.428e+00,4.514e+00,-2.674e+05,0
394,AUG2DCQP,2.438e+00,4.510e+00,-2.672e+05,0
395,AUG2DCQP,2.424e+00,4.484e+00,-2.670e+05,0
396,AUG2DCQP,2.434e+00,4.473e+00,-2.669e+05,0
397,AUG2DCQP,2.412e+00,4.439e+00,-2.667e+05,0
398,AUG2DCQP,2.416e+00,4.421e+00,-2.666e+05,0
399,AUG2DCQP,2.404e+00,4.381e+00,-2.664e+05,0
400,AUG2DCQP,2.408e+00,4.357e+00,-2.663e+05,0
401,AUG2DCQP,2.399e+00,4.311e+00,-2.662e+05,0
402,AUG2DCQP,2.403e+00,4.281e+00,-2.660e+05,0
403,AUG2DCQP,2.394e+00,4.229e+00,-2.659e+05,0
404,AUG2DCQP,2.399e+00,4.193e+00,-2.658e+05,0
405,AUG2DCQP,2.390e+00,4.137e+00,-2.657e+05,0
406,AUG2DCQP,2.395e+00,4.095e+00,-2.656e+05,0
407,AUG2DCQP,2.387e+00,4.034e+00,-2.655e+05,0
408,AUG2DCQP,2.392e+00,3.988e+00,-2.654e+05,0
409,AUG2DCQP,2.384e+00,3.922e+00,-2.654e+05,0
410,AUG2DCQP,2.389e+00,3.872e+00,-2.653e+05,0
411,AUG2DCQP,2.382e+00,3.802e+00,-2.652e+05,0
412,AUG2DCQP,2.385e+00,3.748e+00,-2.652e+05,0
413,AUG2DCQP,2.379e+00,3.675e+00,-2.651e+05,0
414,AUG2DCQP,2.382e+00,3.617e+00,-2.651e+05,0
415,AUG2DCQP,2.377e+00,3.541e+00,-2.651e+05,0
416,AUG2DCQP,2.379e+00,3.479e+00,-2.651e+05,0
417,AUG2DCQP,2.375e+00,3.401e+00,-2.651e+05,0
418,AUG2DCQP,2.376e+00,3.337e+00,-2.650e+05,0
419,AUG2DCQP,2.373e+00,3.256e+00,-2.650e+05,0
420,AUG2DCQP,2.374e+00,3.189e+00,-2.650e+05,0
421,AUG2DCQP,2.371e+00,3.125e+00,-2.650e+05,0
422,AUG2DCQP,2.371e+00,3.070e+00,-2.651e+05,0
423,AUG2DCQP,2.369e+00,3.023e+00,-2.651e+05,0
424,AUG2DCQP,2.369e+00,2.964e+00,-2.651e+05,0
425,AUG2DCQP,2.367e+00,2.914e+00,-2.651e+05,0
426,AUG2DCQP,2.366e+00,2.851e+00,-2.651e+05,0
427,AUG2DCQP,2.365e+00,2.797e+00,-2.652e+05,0
428,AUG2DCQP,2.364e+00,2.730e+00,-2.652e+05,0
429,AUG2DCQP,2.363e+00,2.673e+00,-2.653e+05,0
430,AUG2DCQP,2.362e+00,2.603e+00,-2.653e+05,0
431,AUG2DCQP,2.361e+00,2.543e+00,-2.653e+05,0
432,AUG2DCQP,2.359e+00,2.471e+00,-2.654e+05,0
433,AUG2DCQP,2.345e+00,2.410e+00,-2.654e+05,0
434,AUG2DCQP,2.352e+00,2.344e+00,-2.655e+05,0
435,AUG2DCQP,2.330e+00,2.283e+00,-2.655e+05,0
436,AUG2DCQP,2.342e+00,2.216e+00,-2.655e+05,0
437,AUG2DCQP,2.324e+00,2.152e+00,-2.656e+05,0
438,AUG2DCQP,2.333e+00,2.082e+00,-2.656e+05,0
439,AUG2DCQP,2.320e+00,2.015e+00,-2.657e+05,0
440,AUG2DCQP,2.327e+00,1.942e+00,-2.657e+05,0
441,AUG2DCQP,2.318e+00,1.872e+00,-2.657e+05,0
442,AUG2DCQP,2.322e+00,1.797e+00,-2.658e+05,0
443,AUG2DCQP,2.316e+00,1.725e+00,-2.658e+05,0
444,AUG2DCQP,2.317e+00,1.647e+00,-2.659e+05,0
445,AUG2DCQP,2.313e+00,1.574e+00,-2.659e+05,0
446,AUG2DCQP,2.314e+00,1.494e+00,-2.659e+05,0
447,AUG2DCQP,2.311e+00,1.420e+00,-2.660e+05,0
448,AUG2DCQP,2.310e+00,1.339e+00,-2.660e+05,0
449,AUG2DCQP,2.309e+00,1.263e+00,-2.660e+05,0
450,AUG2DCQP,2.307e+00,1.182e+00,-2.661e+05,0
451,AUG2DCQP,2.301e+00,1.106e+00,-2.661e+05,0
452,AUG2DCQP,2.294e+00,1.044e+00,-2.661e+05,0
453,AUG2DCQP,2.295e+00,1.033e+00,-2.661e+05,0
454,AUG2DCQP,2.288e+00,1.048e+00,-2.661e+05,0
455,AUG2DCQP,2.290e+00,1.058e+00,-2.661e+05,0
456,AUG2DCQP,2.284e+00,1.069e+00,-2.662e+05,0
457,AUG2DCQP,2.286e+00,1.075e+00,-2.661e+05,0
458,AUG2DCQP,2.281e+00,1.083e+00,-2.661e+05,0
459,AUG2DCQP,2.283e+00,1.085e+00,-2.661e+05,0
460,AUG2DCQP,2.279e+00,1.089e+00,-2.661e+05,0
461,AUG2DCQP,2.267e+00,1.107e+00,-2.661e+05,0
462,AUG2DCQP,2.261e+00,1.147e+00,-2.661e+05,0
463,AUG2DCQP,2.260e+00,1.180e+00,-2.660e+05,0
464,AUG2DCQP,2.254e+00,1.216e+00,-2.660e+05,0
465,AUG2DCQP,2.256e+00,1.246e+00,-2.659e+05,0
466,AUG2DCQP,2.249e+00,1.278e+00,-2.659e+05,0
467,AUG2DCQP,2.252e+00,1.304e+00,-2.658e+05,0
468,AUG2DCQP,2.247e+00,1.333e+00,-2.657e+05,0
469,AUG2DCQP,2.249e+00,1.356e+00,-2.656e+05,0
470,AUG2DCQP,2.244e+00,1.381e+00,-2.655e+05,0
471,AUG2DCQP,2.245e+00,1.400e+00,-2.654e+05,0
472,AUG2DCQP,2.242e+00,1.422e+00,-2.653e+05,0
473,AUG2DCQP,2.243e+00,1.437e+00,-2.652e+05,0
474,AUG2DCQP,2.241e+00,1.455e+00,-2.651e+05,0
475,AUG2DCQP,2.240e+00,1.468e+00,-2.649e+05,0
476,AUG2DCQP,2.239e+00,1.486e+00,-2.648e+05,0
477,AUG2DCQP,2.237e+00,1.507e+00,-2.646e+05,0
478,AUG2DCQP,2.237e+00,1.523e+00,-2.645e+05,0
479,AUG2DCQP,2.235e+00,1.540e+00,-2.643e+05,0
480,AUG2DCQP,2.236e+00,1.583e+00,-2.641e+05,0
481,AUG2DCQP,2.233e+00,1.635e+00,-2.639e+05,0
482,AUG2DCQP,2.234e+00,1.675e+00,-2.636e+05,0
483,AUG2DCQP,2.231e+00,1.723e+00,-2.634e+05,0
484,AUG2DCQP,2.233e+00,1.760e+00,-2.632e+05,0
485,AUG2DCQP,2.230e+00,1.804e+00,-2.629e+05,0
486,AUG2DCQP,2.232e+00,1.839e+00,-2.626e+05,0
487,AUG2DCQP,2.228e+00,1.899e+00,-2.624e+05,0
488,AUG2DCQP,2.231e+00,1.947e+00,-2.621e+05,0
489,AUG2DCQP,2.227e+00,2.003e+00,-2.617e+05,0
490,AUG2DCQP,2.229e+00,2.046e+00,-2.614e+05,0
491,AUG2DCQP,2.226e+00,2.098e+00,-2.611e+05,0
492,AUG2DCQP,2.228e+00,2.138e+00,-2.607e+05,0
493,AUG2DCQP,2.225e+00,2.186e+00,-2.603e+05,0
494,AUG2DCQP,2.227e+00,2.222e+00,-2.599e+05,0
495,AUG2DCQP,2.224e+00,4.800e-01,-2.595e+05,1
496,AUG2DCQP,2.199e+00,4.777e-01,-2.587e+05,0
497,AUG2DCQP,2.189e+00,5.766e-01,-2.571e+05,0
498,AUG2DCQP,2.183e+00,5.950e-01,-2.555e+05,0
499,AUG2DCQP,2.180e+00,7.257e-01,-2.540e+05,0
500,AUG2DCQP,2.177e+00,7.473e-01,-2.526e+05,0
501,AUG2DCQP,2.175e+00,7.553e-01,-2.513e+05,0
502,AUG2DCQP,2.173e+00,7.936e-01,-2.499e+05,0
503,AUG2DCQP,2.172e+00,7.614e-01,-2.486e+05,0
504,AUG2DCQP,2.170e+00,8.124e-01,-2.473e+05,0
505,AUG2DCQP,2.167e+00,7.592e-01,-2.460e+05,0
506,AUG2DCQP,2.163e+00,8.445e-01,-2.447e+05,0
507,AUG2DCQP,2.156e+00,8.727e-01,-2.434e+05,0
508,AUG2DCQP,2.143e+00,9.403e-01,-2.421e+05,0
509,AUG2DCQP,2.118e+00,1.016e+00,-2.409e+05,0
510,AUG2DCQP,2.118e+00,1.172e+00,-2.396e+05,0
511,AUG2DCQP,2.098e+00,1.213e+00,-2.384e+05,0
512,AUG2DCQP,2.101e+00,1.347e+00,-2.372e+05,0
513,AUG2DCQP,2.084e+00,1.432e+00,-2.361e+05,0
514,AUG2DCQP,2.087e+00,1.583e+00,-2.349e+05,0
515,AUG2DCQP,2.072e+00,1.641e+00,-2.339e+05,0
516,AUG2DCQP,2.075e+00,1.762e+00,-2.328e+05,0
517,AUG2DCQP,2.062e+00,1.799e+00,-2.318e+05,0
518,AUG2DCQP,2.065e+00,1.897e+00,-2.308e+05,0
519,AUG2DCQP,2.053e+00,1.919e+00,-2.299e+05,0
520,AUG2DCQP,2.055e+00,1.997e+00,-2.289e+05,0
521,AUG2DCQP,2.045e+00,2.006e+00,-2.281e+05,0
522,AUG2DCQP,2.046e+00,2.069e+00,-2.272e+05,0
523,AUG2DCQP,2.037e+00,2.068e+00,-2.264e+05,0
524,AUG2DCQP,2.038e+00,2.118e+00,-2.256e+05,0
525,AUG2DCQP,2.030e+00,2.108e+00,-2.248e+05,0
526,AUG2DCQP,2.031e+00,2.147e+00,-2.241e+05,0
527,AUG2DCQP,2.024e+00,2.130e+00,-2.233e+05,0
528,AUG2DCQP,2.024e+00,2.159e+00,-2.226e+05,0
529,AUG2DCQP,2.018e+00,2.135e+00,-2.220e+05,0
530,AUG2DCQP,2.017e+00,2.156e+00,-2.213e+05,0
531,AUG2DCQP,2.012e+00,2.127e+00,-2.207e+05,0
532,AUG2DCQP,2.011e+00,2.141e+00,-2.201e+05,0
533,AUG2DCQP,2.007e+00,2.107e+00,-2.195e+05,0
534,AUG2DCQP,2.005e+00,2.115e+00,-2.190e+05,0
535,AUG2DCQP,2.002e+00,2.077e+00,-2.184e+05,0
536,AUG2DCQP,2.000e+00,2.079e+00,-2.179e+05,0
537,AUG2DCQP,1.997e+00,2.038e+00,-2.174e+05,0
538,AUG2DCQP,1.994e+00,2.034e+00,-2.169e+05,0
539,AUG2DCQP,1.993e+00,1.990e+00,-2.164e+05,0
540,AUG2DCQP,1.990e+00,1.983e+00,-2.160e+05,0
541,AUG2DCQP,1.988e+00,1.936e+00,-2.156e+05,0
542,AUG2DCQP,1.985e+00,1.925e+00,-2.152e+05,0
543,AUG2DCQP,1.984e+00,1.876e+00,-2.148e+05,0
544,AUG2DCQP,1.981e+00,1.862e+00,-2.144e+05,0
545,AUG2DCQP,1.980e+00,1.811e+00,-2.140e+05,0
546,AUG2DCQP,1.977e+00,1.794e+00,-2.136e+05,0
547,AUG2DCQP,1.976e+00,1.742e+00,-2.133e+05,0
548,AUG2DCQP,1.974e+00,1.722e+00,-2.130e+05,0
549,AUG2DCQP,1.973e+00,1.669e+00,-2.127e+05,0
550,AUG2DCQP,1.970e+00,1.647e+00,-2.124e+05,0
551,AUG2DCQP,1.969e+00,1.594e+00,-2.121e+05,0
552,AUG2DCQP,1.967e+00,1.570e+00,-2.118e+05,0
553,AUG2DCQP,1.966e+00,1.516e+00,-2.115e+05,0
554,AUG2DCQP,1.964e+00,1.491e+00,-2.113e+05,0
555,AUG2DCQP,1.963e+00,1.437e+00,-2.110e+05,0
556,AUG2DCQP,1.961e+00,1.411e+00,-2.108e+05,0
557,AUG2DCQP,1.960e+00,1.357e+00,-2.105e+05,0
558,AUG2DCQP,1.958e+00,1.330e+00,-2.103e+05,0
559,AUG2DCQP,1.957e+00,1.289e+00,-2.101e+05,0
560,AUG2DCQP,1.955e+00,1.253e+00,-2.099e+05,0
561,AUG2DCQP,1.954e+00,1.243e+00,-2.097e+05,0
562,AUG2DCQP,1.953e+00,1.206e+00,-2.096e+05,0
563,AUG2DCQP,1.938e+00,1.192e+00,-2.094e+05,0
564,AUG2DCQP,1.935e+00,1.155e+00,-2.092e+05,0
565,AUG2DCQP,1.930e+00,1.142e+00,-2.090e+05,0
566,AUG2DCQP,1.927e+00,1.104e+00,-2.088e+05,0
567,AUG2DCQP,1.925e+00,1.090e+00,-2.087e+05,0
568,AUG2DCQP,1.923e+00,1.052e+00,-2.085e+05,0
569,AUG2DCQP,1.921e+00,1.037e+00,-2.083e+05,0
570,AUG2DCQP,1.919e+00,9.986e-01,-2.082e+05,0
571,AUG2DCQP,1.918e+00,9.830e-01,-2.080e+05,0
572,AUG2DCQP,1.916e+00,9.438e-01,-2.079e+05,0
573,AUG2DCQP,1.915e+00,9.274e-01,-2.078e+05,0
574,AUG2DCQP,1.914e+00,8.879e-01,-2.076e+05,0
575,AUG2DCQP,1.913e+00,8.709e-01,-2.075e+05,0
576,AUG2DCQP,1.911e+00,8.313e-01,-2.074e+05,0
577,AUG2DCQP,1.910e+00,8.137e-01,-2.073e+05,0
578,AUG2DCQP,1.909e+00,7.742e-01,-2.072e+05,0
579,AUG2DCQP,1.908e+00,7.561e-01,-2.071e+05,0
580,AUG2DCQP,1.906e+00,7.168e-01,-2.070e+05,0
581,AUG2DCQP,1.906e+00,6.984e-01,-2.069e+05,0
582,AUG2DCQP,1.904e+00,6.594e-01,-2.069e+05,0
583,AUG2DCQP,1.903e+00,6.410e-01,-2.068e+05,0
584,AUG2DCQP,1.902e+00,6.077e-01,-2.067e+05,0
585,AUG2DCQP,1.901e+00,5.839e-01,-2.067e+05,0
586,AUG2DCQP,1.900e+00,5.590e-01,-2.066e+05,0
587,AUG2DCQP,1.900e+00,5.395e-01,-2.065e+05,0
588,AUG2DCQP,1.898e+00,5.200e-01,-2.065e+05,0
589,AUG2DCQP,1.898e+00,5.094e-01,-2.064e+05,0
590,AUG2DCQP,1.896e+00,4.899e-01,-2.064e+05,0
591,AUG2DCQP,1.896e+00,4.791e-01,-2.064e+05,0
592,AUG2DCQP,1.894e+00,4.595e-01,-2.063e+05,0
593,AUG2DCQP,1.894e+00,4.485e-01,-2.063e+05,0
594,AUG2DCQP,1.892e+00,4.356e-01,-2.063e+05,0
595,AUG2DCQP,1.892e+00,4.524e-01,-2.063e+05,0
596,AUG2DCQP,1.890e+00,4.481e-01,-2.063e+05,0
597,AUG2DCQP,1.891e+00,4.632e-01,-2.063e+05,0
598,AUG2DCQP,1.889e+00,4.576e-01,-2.062e+05,0
599,AUG2DCQP,1.889e+00,4.710e-01,-2.062e+05,0
600,AUG2DCQP,1.887e+00,4.642e-01,-2.062e+05,0
601,AUG2DCQP,1.887e+00,4.760e-01,-2.062e+05,0
602,AUG2DCQP,1.885e+00,4.680e-01,-2.063e+05,0
603,AUG2DCQP,1.886e+00,4.783e-01,-2.063e+05,0
604,AUG2DCQP,1.884e+00,4.690e-01,-2.063e+05,0
605,AUG2DCQP,1.884e+00,4.778e-01,-2.063e+05,0
606,AUG2DCQP,1.882e+00,4.675e-01,-2.063e+05,0
607,AUG2DCQP,1.883e+00,4.748e-01,-2.063e+05,0
608,AUG2DCQP,1.881e+00,4.633e-01,-2.063e+05,0
609,AUG2DCQP,1.881e+00,4.693e-01,-2.064e+05,0
610,AUG2DCQP,1.880e+00,4.568e-01,-2.064e+05,0
611,AUG2DCQP,1.880e+00,4.614e-01,-2.064e+05,0
612,AUG2DCQP,1.878e+00,4.480e-01,-2.065e+05,0
613,AUG2DCQP,1.879e+00,4.514e-01,-2.065e+05,0
614,AUG2DCQP,1.877e+00,4.370e-01,-2.065e+05,0
615,AUG2DCQP,1.877e+00,4.392e-01,-2.066e+05,0
616,AUG2DCQP,1.876e+00,4.240e-01,-2.066e+05,0
617,AUG2DCQP,1.876e+00,4.251e-01,-2.067e+05,0
618,AUG2DCQP,1.875e+00,4.092e-01,-2.067e+05,0
619,AUG2DCQP,1.875e+00,4.092e-01,-2.068e+05,0
620,AUG2DCQP,1.873e+00,3.926e-01,-2.068e+05,0
621,AUG2DCQP,1.873e+00,3.917e-01,-2.069e+05,0
622,AUG2DCQP,1.872e+00,3.744e-01,-2.069e+05,0
623,AUG2DCQP,1.872e+00,3.726e-01,-2.070e+05,0
624,AUG2DCQP,1.867e+00,3.546e-01,-2.070e+05,0
625,AUG2DCQP,1.856e+00,3.501e-01,-2.071e+05,0
626,AUG2DCQP,1.861e+00,3.745e-01,-2.071e+05,0
627,AUG2DCQP,1.849e+00,3.966e-01,-2.072e+05,0
628,AUG2DCQP,1.855e+00,4.561e-01,-2.072e+05,0
629,AUG2DCQP,1.846e+00,4.639e-01,-2.073e+05,0
630,AUG2DCQP,1.851e+00,5.005e-01,-2.073e+05,0
631,AUG2DCQP,1.844e+00,5.014e-01,-2.074e+05,0
632,AUG2DCQP,1.840e+00,5.247e-01,-2.074e+05,0
633,AUG2DCQP,1.826e+00,5.231e-01,-2.075e+05,0
634,AUG2DCQP,1.828e+00,5.404e-01,-2.075e+05,0
635,AUG2DCQP,1.817e+00,5.358e-01,-2.076e+05,0
636,AUG2DCQP,1.819e+00,5.487e-01,-2.077e+05,0
637,AUG2DCQP,1.812e+00,5.418e-01,-2.077e+05,0
638,AUG2DCQP,1.813e+00,5.515e-01,-2.078e+05,0
639,AUG2DCQP,1.808e+00,5.429e-01,-2.078e+05,0
640,AUG2DCQP,1.808e+00,5.502e-01,-2.079e+05,0
641,AUG2DCQP,1.805e+00,5.404e-01,-2.080e+05,0
642,AUG2DCQP,1.804e+00,5.459e-01,-2.080e+05,0
643,AUG2DCQP,1.802e+00,5.352e-01,-2.081e+05,0
644,AUG2DCQP,1.801e+00,5.394e-01,-2.082e+05,0
645,AUG2DCQP,1.799e+00,5.281e-01,-2.082e+05,0
646,AUG2DCQP,1.799e+00,5.313e-01,-2.083e+05,0
647,AUG2DCQP,1.797e+00,5.196e-01,-2.084e+05,0
648,AUG2DCQP,1.796e+00,5.221e-01,-2.084e+05,0
649,AUG2DCQP,1.794e+00,5.101e-01,-2.085e+05,0
650,AUG2DCQP,1.794e+00,5.121e-01,-2.086e+05,0
651,AUG2DCQP,1.792e+00,5.000e-01,-2.086e+05,0
652,AUG2DCQP,1.792e+00,5.016e-01,-2.087e+05,0
653,AUG2DCQP,1.780e+00,5.188e-01,-2.088e+05,0
654,AUG2DCQP,1.781e+00,5.123e-01,-2.089e+05,0
655,AUG2DCQP,1.774e+00,5.162e-01,-2.089e+05,0
656,AUG2DCQP,1.775e+00,5.111e-01,-2.090e+05,0
657,AUG2DCQP,1.770e+00,5.092e-01,-2.091e+05,0
658,AUG2DCQP,1.771e+00,5.056e-01,-2.091e+05,0
659,AUG2DCQP,1.767e+00,5.007e-01,-2.092e+05,0
660,AUG2DCQP,1.768e+00,4.978e-01,-2.093e+05,0
661,AUG2DCQP,1.764e+00,4.910e-01,-2.093e+05,0
662,AUG2DCQP,1.766e+00,4.886e-01,-2.094e+05,0
663,AUG2DCQP,1.757e+00,4.840e-01,-2.095e+05,0
664,AUG2DCQP,1.756e+00,4.792e-01,-2.095e+05,0
665,AUG2DCQP,1.753e+00,4.688e-01,-2.096e+05,0
666,AUG2DCQP,1.752e+00,4.630e-01,-2.097e+05,0
667,AUG2DCQP,1.751e+00,4.504e-01,-2.097e+05,0
668,AUG2DCQP,1.750e+00,4.442e-01,-2.098e+05,0
669,AUG2DCQP,1.749e+00,4.308e-01,-2.099e+05,0
670,AUG2DCQP,1.748e+00,4.320e-01,-2.099e+05,0
671,AUG2DCQP,1.747e+00,4.556e-01,-2.100e+05,0
672,AUG2DCQP,1.746e+00,4.833e-01,-2.101e+05,0
673,AUG2DCQP,1.745e+00,5.056e-01,-2.101e+05,0
674,AUG2DCQP,1.745e+00,5.318e-01,-2.102e+05,0
675,AUG2DCQP,1.743e+00,5.530e-01,-2.102e+05,0
676,AUG2DCQP,1.743e+00,5.778e-01,-2.103e+05,0
677,AUG2DCQP,1.742e+00,5.979e-01,-2.104e+05,0
678,AUG2DCQP,1.742e+00,6.214e-01,-2.104e+05,0
679,AUG2DCQP,1.740e+00,6.404e-01,-2.105e+05,0
680,AUG2DCQP,1.741e+00,6.625e-01,-2.105e+05,0
681,AUG2DCQP,1.739e+00,6.804e-01,-2.106e+05,0
682,AUG2DCQP,1.740e+00,7.012e-01,-2.106e+05,0
683,AUG2DCQP,1.738e+00,7.178e-01,-2.106e+05,0
684,AUG2DCQP,1.738e+00,7.372e-01,-2.107e+05,0
685,AUG2DCQP,1.737e+00,7.525e-01,-2.107e+05,0
686,AUG2DCQP,1.737e+00,7.704e-01,-2.108e+05,0
687,AUG2DCQP,1.735e+00,7.843e-01,-2.108e+05,0
688,AUG2DCQP,1.736e+00,8.007e-01,-2.108e+05,0
689,AUG2DCQP,1.734e+00,8.198e-01,-2.109e+05,0
690,AUG2DCQP,1.735e+00,8.444e-01,-2.109e+05,0
691,AUG2DCQP,1.733e+00,8.637e-01,-2.109e+05,0
692,AUG2DCQP,1.734e+00,8.846e-01,-2.109e+05,0
693,AUG2DCQP,1.732e+00,9.003e-01,-2.110e+05,0
694,AUG2DCQP,1.733e+00,9.175e-01,-2.110e+05,0
695,AUG2DCQP,1.731e+00,9.296e-01,-2.110e+05,0
696,AUG2DCQP,1.731e+00,9.432e-01,-2.110e+05,0
697,AUG2DCQP,1.730e+00,9.519e-01,-2.110e+05,0
698,AUG2DCQP,1.730e+00,9.622e-01,-2.110e+05,0
699,AUG2DCQP,1.729e+00,9.678e-01,-2.110e+05,0
700,AUG2DCQP,1.729e+00,9.750e-01,-2.110e+05,0
701,AUG2DCQP,1.729e+00,1.006e+00,-2.110e+05,0
702,AUG2DCQP,1.728e+00,1.056e+00,-2.110e+05,0
703,AUG2DCQP,1.728e+00,1.099e+00,-2.109e+05,0
704,AUG2DCQP,1.727e+00,1.143e+00,-2.109e+05,0
705,AUG2DCQP,1.727e+00,1.180e+00,-2.109e+05,0
706,AUG2DCQP,1.726e+00,1.219e+00,-2.109e+05,0
707,AUG2DCQP,1.726e+00,1.250e+00,-2.108e+05,0
708,AUG2DCQP,1.725e+00,1.283e+00,-2.108e+05,0
709,AUG2DCQP,1.726e+00,1.309e+00,-2.107e+05,0
710,AUG2DCQP,1.724e+00,1.336e+00,-2.107e+05,0
711,AUG2DCQP,1.725e+00,1.356e+00,-2.106e+05,0
712,AUG2DCQP,1.723e+00,1.377e+00,-2.105e+05,0
713,AUG2DCQP,1.725e+00,1.392e+00,-2.105e+05,0
714,AUG2DCQP,1.723e+00,1.408e+00,-2.104e+05,0
715,AUG2DCQP,1.724e+00,1.417e+00,-2.103e+05,0
716,AUG2DCQP,1.722e+00,1.438e+00,-2.102e+05,0
717,AUG2DCQP,1.723e+00,1.473e+00,-2.101e+05,0
718,AUG2DCQP,1.721e+00,1.502e+00,-2.100e+05,0
719,AUG2DCQP,1.723e+00,1.533e+00,-2.099e+05,0
720,AUG2DCQP,1.720e+00,1.574e+00,-2.098e+05,0
721,AUG2DCQP,1.722e+00,1.614e+00,-2.097e+05,0
722,AUG2DCQP,1.720e+00,1.657e+00,-2.095e+05,0
723,AUG2DCQP,1.722e+00,1.692e+00,-2.094e+05,0
724,AUG2DCQP,1.719e+00,1.730e+00,-2.093e+05,0
725,AUG2DCQP,1.722e+00,1.760e+00,-2.091e+05,0
726,AUG2DCQP,1.718e+00,1.793e+00,-2.090e+05,0
727,AUG2DCQP,1.721e+00,1.818e+00,-2.088e+05,0
728,AUG2DCQP,1.718e+00,1.846e+00,-2.086e+05,0
729,AUG2DCQP,1.721e+00,1.866e+00,-2.085e+05,0
730,AUG2DCQP,1.717e+00,1.888e+00,-2.083e+05,0
731,AUG2DCQP,1.720e+00,1.904e+00,-2.081e+05,0
732,AUG2DCQP,1.717e+00,1.921e+00,-2.079e+05,0
733,AUG2DCQP,1.720e+00,1.932e+00,-2.077e+05,0
734,AUG2DCQP,1.717e+00,1.944e+00,-2.074e+05,0
735,AUG2DCQP,1.720e+00,1.950e+00,-2.072e+05,0
736,AUG2DCQP,1.716e+00,1.958e+00,-2.070e+05,0
737,AUG2DCQP,1.720e+00,1.959e+00,-2.067e+05,0
738,AUG2DCQP,1.716e+00,1.962e+00,-2.065e+05,0
739,AUG2DCQP,1.720e+00,1.959e+00,-2.062e+05,0
740,AUG2DCQP,1.716e+00,1.957e+00,-2.059e+05,0
741,AUG2DCQP,1.719e+00,1.949e+00,-2.056e+05,0
742,AUG2DCQP,1.716e+00,1.943e+00,-2.053e+05,0
743,AUG2DCQP,1.719e+00,1.931e+00,-2.050e+05,0
744,AUG2DCQP,1.716e+00,1.961e+00,-2.047e+05,0
745,AUG2DCQP,1.720e+00,1.992e+00,-2.044e+05,0
746,AUG2DCQP,1.716e+00,2.027e+00,-2.040e+05,0
747,AUG2DCQP,1.720e+00,2.054e+00,-2.037e+05,0
