problem name,setup time,solve time,run time,status,primal residual,primal ratio,dual residual,dual ratio,duality gap,duality gap ratio,integral_sum,restart,iterations,task_id,restart_type,alpha,rho_is_vec,adaptive_rho_tolerance_greater,adaptive_rho_tolerance_less,rho_custom_condition,rho_custom_tolerance,adapt_rho_on_restart,custom_average_rest,beta,ini_rest_len,lambd,xi,vector_rho_in_averaged_KKT,halpern_scheme,alpha_adjustment_reflected_halpern,adaptive_rest,restart_necessary,restart_artificial,halpern_step_first_inner_iter,pid_controller,KP,KI,negate_K
GOULDQP3,0.000480103,0.001326589,0.001806692,solved,4.022339350484572e-09,9.993128810998864e-05,1.631459897021014e-08,0.00047672166095577166,9.870644577492093e-07,1.661019647639594e-05,3.2191517378979014e-08,1,50,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS118,6.9281e-05,0.000470643,0.000539924,solved,1.8258021423633863e-06,0.018077248990159996,5.113051284588721e-08,0.015486586115032267,-1.5084033293533137e-06,0.0022582888142510258,1.411428331888204e-06,13,675,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS21,1.737e-05,1.974e-05,3.711e-05,solved,7.621471044541431e-07,0.036292732444186876,1.874919494353522e-08,0.01802807232826909,7.012517330706736e-09,0.0064930719562249556,7.37643767754763e-08,1,75,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS268,2.568e-05,9.8501e-05,0.000124181,solved,2.9937461788616806e-14,0.0,0.005304829026330345,0.15511649546240905,-0.026615756172583622,0.9201016715746005,3.665323771677546e-07,5,250,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS35,1.303e-05,1.544e-05,2.8470000000000004e-05,solved,8.632117123050005e-11,0.0,1.7898321713616383e-11,1.988705496576889e-06,1.770514761034759e-12,9.78726302463712e-08,1.8959904951434916e-11,1,50,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS35MOD,1.242e-05,1.532e-05,2.774e-05,solved,6.93985105987867e-10,0.00017349627287476554,7.3020380852994996e-09,0.000811337564912012,4.96574115365242e-09,0.0002758744960243479,2.550287135191e-09,1,50,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS51,1.892e-05,2.48e-05,4.3719999999999995e-05,solved,6.000127132139516e-09,0.0012000254997511877,2.089465737631865e-08,0.0041789315308863855,2.7803403478299667e-08,0.0021387234224548315,2.738033737807027e-08,1,50,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS52,1.923e-05,1.971e-05,3.894e-05,solved,7.145616255768474e-12,4.714188947881006e-06,3.233602123646081e-11,6.467981705782223e-06,6.803184170798909e-11,2.89904475411394e-05,3.668382505877404e-11,1,50,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS53,1.52e-05,1.091e-05,2.611e-05,solved,3.5527750360094117e-07,0.2010122391617069,4.239780161608801e-06,0.8479560322349756,2.8387329139679874e-06,0.589688422726702,9.79736365545648e-12,0,25,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
HS76,1.777e-05,1.786e-05,3.5629999999999996e-05,solved,4.0779076613981343e-07,0.05023295660230113,3.160869573903304e-07,0.07902173938811874,3.0576746839733224e-07,0.037791487279791994,1.4241134214556033e-09,1,50,50,averaged,0.9981524890639957,-1,45.34894452360261,54.24066462397568,-1,-1,1,1,0.5469885536215189,75,-1,16.32345754984683,0,-1,-1,1,0.5826269478799319,0.6815007492805892,-1,0,-1,-1,-1
