problem name,setup time,solve time,run time,status,primal residual,dual residual,duality gap,restart,iterations,task_id,restart_type,alpha,rho_is_vec,adaptive_rho_tolerance_greater,adaptive_rho_tolerance_less,rho_custom_condition,rho_custom_tolerance,adapt_rho_on_restart,custom_average_rest,beta,ini_rest_len,lambd,xi,vector_rho_in_averaged_KKT,halpern_scheme,alpha_adjustment_reflected_halpern,adaptive_rest,restart_necessary,restart_artificial,halpern_step_first_inner_iter
QISRAEL,0.000505143,0.348242149,0.348747292,solved inaccurate,0.07554951156620986,0.26418964703450437,-329.05556610222624,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPCBLEND,0.00012952,0.008555435,0.008684955,solved,1.7008149216100954e-07,5.349182505702779e-07,-2.956614193839048e-07,39,1950,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPCBOEI1,0.000974816,0.368015036,0.368989852,solved,0.003919463088605434,0.0001430442845886202,-22.836218913957993,286,14300,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPCBOEI2,0.000308492,0.22648542,0.226793912,maximum iterations reached,0.08022796085836784,0.06339879736993287,-137743.6890029184,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPCSTAIR,0.000925076,0.130743256,0.131668332,solved,0.00010237805026627052,0.0037843808591614928,-7.003515044758612,81,4075,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPILOTNO,0.005454275,3.747878548,3.753332823,maximum iterations reached,0.0950316915186609,0.43056444311708775,-6245.433313404433,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPTEST,1.448e-05,2.173e-05,3.621e-05,solved,8.047248258959743e-12,2.9616127240864356e-10,8.702549791905766e-11,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QRECIPE,0.000147691,0.002165534,0.0023132250000000004,solved,1.611889857144888e-06,1.0305399223038691e-07,3.145500653545241e-05,6,300,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSC205,0.000193242,0.001767531,0.001960773,solved,7.788992756419032e-08,4.933837909918036e-07,8.010140914039477e-07,4,200,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCAGR25,0.000403883,0.438760338,0.439164221,solved,0.0220901698076209,0.05167242062226913,-23.751426486996934,437,21850,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCAGR7,0.000138821,0.133311623,0.133450444,maximum iterations reached,0.016170499515730147,0.10021497108815006,-951.3520914468099,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCFXM1,0.000740755,0.636202202,0.636942957,maximum iterations reached,0.031407822894692024,0.030724413186416756,-4210.6569935707375,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCFXM2,0.001389389,1.267696124,1.269085513,maximum iterations reached,1.0762673689585043,0.9309034947085368,-377780.4028421268,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCFXM3,0.001950653,1.866632857,1.86858351,maximum iterations reached,1.106916069598442,0.7537752128892612,-441015.38047653623,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCORPIO,0.000378713,0.39531164,0.395690353,maximum iterations reached,0.00040686153491081845,0.027749557330637727,-0.28043087557614854,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCRS8,0.000978967,1.018089976,1.019068943,maximum iterations reached,0.00019711674767867294,0.020723381482611245,-1.0285541465051522,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD1,0.000693554,0.039446613,0.040140167,solved,1.7987164695062768e-06,8.815198507261535e-07,-1.1368497665475985e-06,31,1575,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD6,0.001134167,0.711163322,0.712297489,solved,4.445864210166344e-07,5.469774885480279e-06,-9.337971574291029e-08,313,15675,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD8,0.001942653,0.145595582,0.147538235,solved,1.2235484525639041e-05,1.108272873188758e-05,-0.0008766677822658302,31,1550,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP1,0.000504123,0.481745854,0.482249977,maximum iterations reached,0.006436787551587384,0.007096890198940998,-4.759790379564679,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP2,0.001886832,2.100463484,2.102350316,maximum iterations reached,0.005694721247946344,0.01178929149826095,0.14215112678291056,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP3,0.002546366,2.769615337,2.7721617029999996,maximum iterations reached,0.00045052227434672076,0.0009071336618541709,-0.01351249081792634,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSEBA,0.001150717,0.953347411,0.954498128,maximum iterations reached,0.06440344684979415,0.15630359213062286,-7645.589098567772,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHARE1B,0.000269232,0.249407926,0.249677158,maximum iterations reached,475.31422521078446,2.7954361062077657,57335601.97412612,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHARE2B,0.000138051,0.129042926,0.129180977,maximum iterations reached,0.10973752011243991,0.08594155972576646,-0.9406789226086402,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHELL,0.005642606,1.290917632,1.296560238,solved,0.12335030227725777,4.26713389028915,725674.6143861754,112,5625,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP04L,0.002017542,0.338205934,0.34022347599999997,solved,4.50419315330615e-05,0.0011760267768635875,0.18630632150235826,110,5525,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP04S,0.001272648,0.111679155,0.112951803,solved,0.00011201801476951939,0.007302436724518839,0.7390510544160007,51,2550,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP08L,0.01246891,3.337957274,3.350426184,solved,9.673526092667607e-05,0.0010440924261128077,0.2796992545298163,170,8500,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP08S,0.003311911,0.601897043,0.605208954,solved,7.496297226074535e-05,0.003985221173290585,-0.853194262266465,84,4200,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP12L,0.018446538,1.739586014,1.758032552,solved,8.888394997268418e-05,0.003283897653236115,-0.18933022810253658,54,2725,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP12S,0.003617043,0.366544796,0.370161839,solved,5.08609814695674e-05,0.007269147051172417,-0.16538187370781984,41,2050,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSIERRA,0.001800341,1.107027615,1.108827956,solved,0.04454168442661257,0.059999999999999346,28.638909814146018,277,13850,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSTAIR,0.001048327,0.88909812,0.890146447,maximum iterations reached,0.38765983717415686,0.12408173936604484,-7409.129327810453,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSTANDAT,0.000782265,0.311016451,0.31179871600000003,solved,1.3024586674413437e-05,4.451360790386216e-08,0.011420485014923543,166,8325,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S268,2.035e-05,0.000105021,0.000125371,solved,2.9937461788616806e-14,0.005304829026330345,-0.026615756172583622,5,250,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT1,0.001782021,3.199001815,3.200783836,maximum iterations reached,4.037042324677074,0.0013508886886303758,-1080.8136846528525,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT2,0.001741691,3.183181103,3.184922794,maximum iterations reached,0.8981266900203838,3.721391568622419e-06,-0.26894011859678946,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT3,0.003433052,6.447432535,6.450865587,maximum iterations reached,1.5454905836050792,6.716432205966812e-06,-0.2581071678679939,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STCQP1,0.008605885,0.024823629,0.033429514,solved,5.917879793868703e-10,6.760408558855304e-08,1.1658994480967522e-07,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STCQP2,0.016482046,0.04060906,0.057091106,solved,3.652192178958096e-11,1.6440726788548697e-08,3.1359377317130566e-08,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TAME,1.237e-05,1.433e-05,2.67e-05,solved,3.7026041796606356e-10,2.4951142158955263e-09,-2.4951142158955268e-09,1,50,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
UBH1,0.010194615,16.496902269,16.507096884,solved,1.5235386285894492e-08,1.54684224413712e-12,-3.229258829229309e-06,482,24125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VALUES,0.000351722,0.017419711,0.017771433,solved,6.385801710312238e-07,1.528648587086647e-06,-4.3289008688773833e-07,19,975,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
YAO,0.001314768,2.396614703,2.397929471,primal infeasible inaccurate,0.0001804787307252528,0.0003239786213419709,-3.6884420213969586,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ZECEVIC2,1.332e-05,2.617e-05,3.9489999999999996e-05,solved,1.710821706524257e-08,2.724227154971004e-08,8.74108176951438e-08,2,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1




























































AUG2D,0.02139114,0.027453628,0.048844768,solved,2.9319431016361364e-07,1.3470327075992827e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AUG2DC,0.019982412,0.027632018,0.04761443,solved,5.313179678445579e-07,1.3388268271796733e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AUG2DCQP,0.016175169,0.925812937,0.941988106,solved,1.0397068395946911e-05,1.8189079566965916e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AUG2DQP,0.015920087,0.839099057,0.855019144,solved,1.0612235826904308e-06,1.3634960904990553e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AUG3D,0.00332157,0.004728109,0.008049679,solved,1.773713176334013e-09,1.34712951904703e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AUG3DC,0.00333256,0.004693869,0.008026429,solved,1.5837124944795278e-09,1.339033217639951e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AUG3DCQP,0.00330926,0.010405314,0.013714574,solved,1.3754142983435358e-06,1.981549910268221e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
AUG3DQP,0.00329339,0.010527664,0.013821054000000001,solved,2.240570719454255e-08,3.238374536164501e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BOYD1,0.105385553,68.006280681,68.11166623400001,maximum iterations reached,0.2534011010436554,24.69806095537902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CONT-050,0.005741333,0.364978821,0.370720154,solved,1.705858972991107e-06,8.642149236889885e-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CONT-100,0.037623304,9.286470586,9.32409389,solved,4.693003581885346e-07,8.395682638712067e-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CONT-101,0.041619627,13.251129092,13.292748718999999,solved,6.510390759516275e-07,8.806659717633145e-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP1_L,1.206534936,47.781853244,48.988388179999994,solved,6.998269645727081e-06,0.007739057546966185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP1_M,0.00520322,0.072530881,0.077734101,solved,6.439011063473256e-06,0.0004862270140165176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP1_S,0.000199872,0.001471778,0.00167165,solved,2.6524925324401887e-06,0.0008509451113144782,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP2_L,0.81061305,7.350341029,8.160954079,solved,6.054662176221107e-06,6.960751203468258e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP2_M,0.003662781,0.017142497,0.020805278,solved,3.6776095662963433e-06,9.86873119352212e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP2_S,0.000170571,0.000231571,0.00040214199999999997,solved,1.2450216137444721e-08,2.4171390260828038e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP3_L,1.534209616,76.924683454,78.45889307,solved,6.93859729104907e-06,0.009565254231084966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP3_M,0.006528557,0.37709576,0.383624317,solved,5.32068541565988e-07,0.008258332203936902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
CVXQP3_S,0.000207331,0.000436422,0.000643753,solved,5.7154576568689595e-06,0.0005429047784808032,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DPKLO1,0.000284132,0.000380612,0.000664744,solved,6.524692980467277e-08,8.613375387015631e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DTOC3,0.007830294,0.125001659,0.13283195299999997,solved,3.1691644863940382e-09,5.680881112746228e-13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DUAL1,0.000311902,0.000345242,0.000657144,solved,4.2172907670453484e-09,1.1735761827320929e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DUAL2,0.000390392,0.000416393,0.000806785,solved,1.7181937387498017e-09,8.551818046359723e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DUAL3,0.000547983,0.000540493,0.0010884760000000001,solved,6.146292660025998e-09,2.2753850918425693e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DUAL4,0.000237381,0.000269411,0.000506792,solved,6.173375399307636e-08,2.766849389944605e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DUALC1,0.000142991,0.002166473,0.002309464,solved,1.2376726850070172e-08,0.2467839169517826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DUALC2,0.000126671,0.000786724,0.000913395,solved,1.6144107354559918e-08,0.0074792132947999026,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DUALC5,0.000138321,0.000307811,0.000446132,solved,3.542607445958433e-08,3.1717560038309495e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DUALC8,0.000257871,0.000547333,0.000805204,solved,3.0321538203843975e-08,0.010200111492801164,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
EXDATA,0.359441659,2.713233896,3.072675555,solved,1.2244061714739018e-05,2.648344611141593e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GENHS28,0.00010837,2.093e-05,0.0001293,solved,1.3897433450027083e-09,3.5902620876271385e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GOULDQP2,0.000370452,0.034940978,0.03531143,solved,3.362634615200477e-05,3.697312164659926e-10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GOULDQP3,0.000448542,0.000792085,0.001240627,solved,4.022339350484572e-09,1.631459897021014e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS118,0.000143311,0.000275912,0.00041922300000000003,solved,1.8258021423633863e-06,5.113051284588721e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS21,3.979e-05,1.207e-05,5.1859999999999995e-05,solved,7.621471044541431e-07,1.874919494353522e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS268,4.048e-05,5.7241e-05,9.7721e-05,solved,2.9937461788616806e-14,0.005304829026330345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS35,1.181e-05,9.8e-06,2.1609999999999998e-05,solved,8.632117123050005e-11,1.7898321713616383e-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS35MOD,1.083e-05,9.96e-06,2.079e-05,solved,6.93985105987867e-10,7.3020380852994996e-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS51,1.825e-05,1.2451e-05,3.0701e-05,solved,6.000127132139516e-09,2.089465737631865e-08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS52,1.293e-05,1.217e-05,2.51e-05,solved,7.145616255768474e-12,3.233602123646081e-11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS53,1.296e-05,7.61e-06,2.057e-05,solved,3.5527750360094117e-07,4.239780161608801e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HS76,1.359e-05,1.214e-05,2.573e-05,solved,4.0779076613981343e-07,3.160869573903304e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HUES-MOD,0.003855062,0.04766466,0.051519722,primal infeasible,21.477205654951717,0.010978782701228325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
HUESTIS,0.003831992,0.01228375,0.016115742,primal infeasible,451.9330197346369,322.175608153484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
KSIP,0.000967185,0.241775182,0.24274236700000001,solved,1.2540294000995544e-06,1.8687368168457397e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LASER,0.000759034,0.003192338,0.003951372,solved,2.2744578941745002e-05,3.498894667676819e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET1,0.006110034,7.602131838,7.608241872,solved inaccurate,1.1498820796349276e-05,7.627935165700486e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET10,0.006093895,7.777431172,7.783525067,solved inaccurate,3.5503712844007384e-06,3.3641469021882344e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET11,0.006112315,7.641745423,7.647857738,solved inaccurate,3.7824565619274325e-06,3.523666183806031e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET12,0.006135165,7.80171156,7.807846725,solved inaccurate,4.768875207438049e-06,4.084211931044156e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET2,0.006082895,7.618670922,7.624753816999999,solved inaccurate,3.7739390493071452e-06,3.0678927061025967e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET3,0.006079475,7.604393451,7.610472926,solved inaccurate,3.7555636198056308e-06,3.061776947536218e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET4,0.006092245,7.594996007,7.601088251999999,solved inaccurate,3.7515462069399187e-06,3.070330436854684e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET5,0.006099924,5.245056005,5.251155929,solved,3.7113744929982503e-06,6.770776279145922e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET6,0.006071383,7.609208819,7.615280202,solved inaccurate,3.494647385577469e-06,3.307828818595368e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET7,0.006086034,7.606584984,7.612671018,solved inaccurate,3.8389923376914724e-06,3.032593119957161e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET8,0.006099704,7.649779363,7.655879067000001,solved inaccurate,3.837473039362611e-06,3.0306938926697264e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LISWET9,0.006091264,7.673558735,7.6796499990000004,solved inaccurate,3.8990292398627904e-06,3.0707851841166145e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
LOTSCHD,4.8541e-05,6.234e-05,0.00011088100000000001,solved,2.3425836295224057e-05,4.733552118245265e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MOSARQP1,0.001664649,0.030526329,0.032190978,solved,2.8524315108802156e-06,1.8888342220335953e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MOSARQP2,0.001173387,0.008376886,0.009550273,solved,1.5547282163935027e-06,1.0705992543272764e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
POWELL20,0.005850483,7.632077265,7.637927748,maximum iterations reached,0.29283931137069885,1.0745896421926773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMAL1,0.001396898,0.001314337,0.002711235,solved,7.483445252365328e-09,2.825735222723117e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMAL2,0.002292413,0.001101486,0.003393899,solved,2.454347836078341e-11,8.858220146984452e-13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMAL3,0.008824879,0.003089187,0.011914066000000001,solved,2.6778038980657115e-08,2.2411393630402537e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMAL4,0.007861964,0.004585285,0.012447249,solved,2.292749667898164e-08,6.081792900333727e-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMALC1,0.000229351,0.003280558,0.003509909,dual infeasible,769540.8526135143,0.1514019064253359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
